species,size,fragrance,height_cm,petal_length,petal_width,sepal_length,sepal_width
rose,medium,strong,63.67,3.1835,2.5468,44.569,19.101
shoeblack plant,medium,mild,139.22,6.961,5.5688,97.454,41.766
shoeblack plant,large,none,73.16,3.658,2.9264,51.212,21.948
shoeblack plant,large,none,129.48,6.474,5.1792,90.636,38.844
hibiscus,large,none,197.47,9.8735,7.8988,138.229,59.241
shoeblack plant,medium,none,75.72,3.786,3.0288,53.004,22.716
rose,medium,strong,71.22,3.561,2.8488,49.854,21.366
rose,small,strong,32.4,1.62,1.296,22.68,9.72
hibiscus,large,none,189.76,9.488,7.5904,132.832,56.928
hibiscus,large,none,145.2,7.26,5.808,101.64,43.56
shoeblack plant,large,none,113.47,5.6735,4.5388,79.429,34.041
rose,medium,strong,75.25,3.7625,3.01,52.675,22.575
hibiscus,large,none,198.41,9.9205,7.9364,138.887,59.523
shoeblack plant,medium,mild,140.09,7.0045,5.6036,98.063,42.027
rose,medium,mild,35.52,1.776,1.4208,24.864,10.656
rose,small,strong,94.5,4.725,3.78,66.15,28.35
shoeblack plant,large,mild,65.84,3.292,2.6336,46.088,19.752
shoeblack plant,large,mild,66.5,3.325,2.66,46.55,19.95
rose,small,strong,41.41,2.0705,1.6564,28.987,12.423
shoeblack plant,large,none,147.31,7.3655,5.8924,103.117,44.193
hibiscus,large,none,178.48,8.924,7.1392,124.936,53.544
shoeblack plant,large,mild,125.04,6.252,5.0016,87.528,37.512
rose,medium,mild,89.3,4.465,3.572,62.51,26.79
rose,small,strong,40.21,2.0105,1.6084,28.147,12.063
shoeblack plant,large,mild,90.59,4.5295,3.6236,63.413,27.177
shoeblack plant,large,mild,117.58,5.879,4.7032,82.306,35.274
shoeblack plant,large,mild,97.85,4.8925,3.914,68.495,29.355
rose,medium,mild,91.43,4.5715,3.6572,64.001,27.429
rose,medium,mild,77.41,3.8705,3.0964,54.187,23.223
rose,small,mild,71.21,3.5605,2.8484,49.847,21.363
hibiscus,large,none,160.15,8.0075,6.406,112.105,48.045
hibiscus,large,none,175.91,8.7955,7.0364,123.137,52.773
shoeblack plant,large,mild,143.04,7.152,5.7216,100.128,42.912
rose,medium,mild,37.25,1.8625,1.49,26.075,11.175
shoeblack plant,large,none,103.46,5.173,4.1384,72.422,31.038
shoeblack plant,large,none,149.13,7.4565,5.9652,104.391,44.739
hibiscus,large,none,169.98,8.499,6.7992,118.986,50.994
shoeblack plant,medium,none,84.95,4.2475,3.398,59.465,25.485
hibiscus,large,none,170.99,8.5495,6.8396,119.693,51.297
rose,medium,strong,64.33,3.2165,2.5732,45.031,19.299
hibiscus,large,none,128.69,6.4345,5.1476,90.083,38.607
rose,small,strong,46.62,2.331,1.8648,32.634,13.986
rose,small,strong,92.22,4.611,3.6888,64.554,27.666
rose,medium,strong,36.44,1.822,1.4576,25.508,10.932
rose,medium,strong,96.13,4.8065,3.8452,67.291,28.839
hibiscus,large,none,144.03,7.2015,5.7612,100.821,43.209
rose,small,mild,44.16,2.208,1.7664,30.912,13.248
shoeblack plant,medium,mild,85.31,4.2655,3.4124,59.717,25.593
shoeblack plant,medium,none,130.75,6.5375,5.23,91.525,39.225
shoeblack plant,medium,mild,133.06,6.653,5.3224,93.142,39.918
hibiscus,large,none,109.07,5.4535,4.3628,76.349,32.721
hibiscus,large,none,147.59,7.3795,5.9036,103.313,44.277
hibiscus,large,none,179.41,8.9705,7.1764,125.587,53.823
rose,small,strong,45.68,2.284,1.8272,31.976,13.704
hibiscus,large,none,188.01,9.4005,7.5204,131.607,56.403
rose,small,strong,42.37,2.1185,1.6948,29.659,12.711
hibiscus,large,none,193.83,9.6915,7.7532,135.681,58.149
rose,small,strong,31,1.55,1.24,21.7,9.3
shoeblack plant,medium,none,115.36,5.768,4.6144,80.752,34.608
hibiscus,large,none,169.39,8.4695,6.7756,118.573,50.817
rose,medium,strong,31.25,1.5625,1.25,21.875,9.375
rose,medium,mild,58.62,2.931,2.3448,41.034,17.586
rose,small,strong,43.51,2.1755,1.7404,30.457,13.053
shoeblack plant,large,mild,105.52,5.276,4.2208,73.864,31.656
shoeblack plant,medium,none,115.77,5.7885,4.6308,81.039,34.731
rose,small,mild,70.77,3.5385,2.8308,49.539,21.231
hibiscus,large,none,139.9,6.995,5.596,97.93,41.97
shoeblack plant,medium,mild,80.12,4.006,3.2048,56.084,24.036
rose,medium,mild,42.57,2.1285,1.7028,29.799,12.771
rose,medium,mild,93.91,4.6955,3.7564,65.737,28.173
rose,medium,strong,81.61,4.0805,3.2644,57.127,24.483
hibiscus,large,none,149.72,7.486,5.9888,104.804,44.916
shoeblack plant,medium,mild,143.73,7.1865,5.7492,100.611,43.119
shoeblack plant,large,mild,59.61,2.9805,2.3844,41.727,17.883
shoeblack plant,large,mild,131.57,6.5785,5.2628,92.099,39.471
hibiscus,large,none,101.32,5.066,4.0528,70.924,30.396
hibiscus,large,none,114,5.7,4.56,79.8,34.2
rose,small,mild,40.39,2.0195,1.6156,28.273,12.117
rose,medium,mild,67.68,3.384,2.7072,47.376,20.304
hibiscus,large,none,173.16,8.658,6.9264,121.212,51.948
rose,small,mild,79.48,3.974,3.1792,55.636,23.844
shoeblack plant,medium,mild,60.54,3.027,2.4216,42.378,18.162
rose,medium,mild,88.2,4.41,3.528,61.74,26.46
shoeblack plant,medium,mild,134.66,6.733,5.3864,94.262,40.398
hibiscus,large,none,167.72,8.386,6.7088,117.404,50.316
shoeblack plant,large,none,75.11,3.7555,3.0044,52.577,22.533
rose,medium,strong,91.06,4.553,3.6424,63.742,27.318
hibiscus,large,none,179.2,8.96,7.168,125.44,53.76
hibiscus,large,none,171.93,8.5965,6.8772,120.351,51.579
hibiscus,large,none,161.49,8.0745,6.4596,113.043,48.447
rose,small,mild,40.27,2.0135,1.6108,28.189,12.081
rose,small,mild,93.79,4.6895,3.7516,65.653,28.137
rose,small,mild,76.19,3.8095,3.0476,53.333,22.857
shoeblack plant,large,mild,66.89,3.3445,2.6756,46.823,20.067
hibiscus,large,none,192.74,9.637,7.7096,134.918,57.822
hibiscus,large,none,130.79,6.5395,5.2316,91.553,39.237
shoeblack plant,large,none,60.58,3.029,2.4232,42.406,18.174
rose,small,strong,95.69,4.7845,3.8276,66.983,28.707
shoeblack plant,medium,mild,90.63,4.5315,3.6252,63.441,27.189
rose,medium,strong,48.36,2.418,1.9344,33.852,14.508
shoeblack plant,medium,none,128.54,6.427,5.1416,89.978,38.562
rose,small,mild,43.98,2.199,1.7592,30.786,13.194
rose,small,mild,88.87,4.4435,3.5548,62.209,26.661
rose,small,strong,45.06,2.253,1.8024,31.542,13.518
rose,small,strong,51.9,2.595,2.076,36.33,15.57
rose,small,strong,97.89,4.8945,3.9156,68.523,29.367
shoeblack plant,large,mild,101.47,5.0735,4.0588,71.029,30.441
shoeblack plant,large,none,74.66,3.733,2.9864,52.262,22.398
hibiscus,large,none,188.58,9.429,7.5432,132.006,56.574
shoeblack plant,medium,mild,65.74,3.287,2.6296,46.018,19.722
hibiscus,large,none,156.51,7.8255,6.2604,109.557,46.953
shoeblack plant,medium,none,100.05,5.0025,4.002,70.035,30.015
shoeblack plant,medium,mild,121.79,6.0895,4.8716,85.253,36.537
shoeblack plant,medium,none,62.41,3.1205,2.4964,43.687,18.723
shoeblack plant,large,none,76.02,3.801,3.0408,53.214,22.806
rose,small,strong,84.91,4.2455,3.3964,59.437,25.473
hibiscus,large,none,100.47,5.0235,4.0188,70.329,30.141
rose,small,strong,63.29,3.1645,2.5316,44.303,18.987
rose,medium,mild,65.4,3.27,2.616,45.78,19.62
hibiscus,large,none,115.78,5.789,4.6312,81.046,34.734
rose,medium,strong,96.99,4.8495,3.8796,67.893,29.097
shoeblack plant,medium,none,94.3,4.715,3.772,66.01,28.29
rose,small,mild,57.21,2.8605,2.2884,40.047,17.163
rose,small,mild,38.33,1.9165,1.5332,26.831,11.499
shoeblack plant,medium,mild,126.29,6.3145,5.0516,88.403,37.887
hibiscus,large,none,110.82,5.541,4.4328,77.574,33.246
rose,small,strong,74.06,3.703,2.9624,51.842,22.218
shoeblack plant,large,mild,140.44,7.022,5.6176,98.308,42.132
shoeblack plant,large,mild,105.45,5.2725,4.218,73.815,31.635
shoeblack plant,medium,none,70.83,3.5415,2.8332,49.581,21.249
rose,medium,strong,53.15,2.6575,2.126,37.205,15.945
shoeblack plant,large,mild,70.48,3.524,2.8192,49.336,21.144
rose,medium,strong,50.62,2.531,2.0248,35.434,15.186
shoeblack plant,large,none,137.95,6.8975,5.518,96.565,41.385
rose,small,mild,56.04,2.802,2.2416,39.228,16.812
shoeblack plant,medium,none,99.17,4.9585,3.9668,69.419,29.751
hibiscus,large,none,119.59,5.9795,4.7836,83.713,35.877
rose,small,strong,76.93,3.8465,3.0772,53.851,23.079
shoeblack plant,large,mild,120.73,6.0365,4.8292,84.511,36.219
rose,medium,strong,69.66,3.483,2.7864,48.762,20.898
hibiscus,large,none,104.8,5.24,4.192,73.36,31.44
rose,medium,strong,34.54,1.727,1.3816,24.178,10.362
hibiscus,large,none,107.03,5.3515,4.2812,74.921,32.109
shoeblack plant,medium,mild,103.23,5.1615,4.1292,72.261,30.969
shoeblack plant,large,none,128.81,6.4405,5.1524,90.167,38.643
hibiscus,large,none,139.23,6.9615,5.5692,97.461,41.769
hibiscus,large,none,173.86,8.693,6.9544,121.702,52.158
shoeblack plant,medium,mild,60.6,3.03,2.424,42.42,18.18
hibiscus,large,none,160.25,8.0125,6.41,112.175,48.075
hibiscus,large,none,170.37,8.5185,6.8148,119.259,51.111
hibiscus,large,none,162.33,8.1165,6.4932,113.631,48.699
hibiscus,large,none,112.22,5.611,4.4888,78.554,33.666
rose,medium,strong,79.57,3.9785,3.1828,55.699,23.871
hibiscus,large,none,159.26,7.963,6.3704,111.482,47.778
rose,small,mild,70.97,3.5485,2.8388,49.679,21.291
rose,medium,strong,32.38,1.619,1.2952,22.666,9.714
hibiscus,large,none,192.14,9.607,7.6856,134.498,57.642
rose,medium,strong,82.7,4.135,3.308,57.89,24.81
hibiscus,large,none,194.07,9.7035,7.7628,135.849,58.221
hibiscus,large,none,141.63,7.0815,5.6652,99.141,42.489
rose,small,strong,92.56,4.628,3.7024,64.792,27.768
hibiscus,large,none,101.12,5.056,4.0448,70.784,30.336
hibiscus,large,none,100.41,5.0205,4.0164,70.287,30.123
rose,medium,strong,82.28,4.114,3.2912,57.596,24.684
shoeblack plant,large,none,114.51,5.7255,4.5804,80.157,34.353
rose,medium,mild,52.84,2.642,2.1136,36.988,15.852
rose,small,mild,49.14,2.457,1.9656,34.398,14.742
rose,medium,mild,65.79,3.2895,2.6316,46.053,19.737
shoeblack plant,large,none,136.65,6.8325,5.466,95.655,40.995
shoeblack plant,medium,mild,134.87,6.7435,5.3948,94.409,40.461
hibiscus,large,none,114.06,5.703,4.5624,79.842,34.218
hibiscus,large,none,179.95,8.9975,7.198,125.965,53.985
hibiscus,large,none,170.79,8.5395,6.8316,119.553,51.237
shoeblack plant,medium,mild,56.8,2.84,2.272,39.76,17.04
rose,medium,mild,43.81,2.1905,1.7524,30.667,13.143
hibiscus,large,none,179.97,8.9985,7.1988,125.979,53.991
rose,small,mild,41.85,2.0925,1.674,29.295,12.555
rose,small,strong,61.51,3.0755,2.4604,43.057,18.453
hibiscus,large,none,100.6,5.03,4.024,70.42,30.18
hibiscus,large,none,127.05,6.3525,5.082,88.935,38.115
shoeblack plant,medium,none,106.38,5.319,4.2552,74.466,31.914
shoeblack plant,large,mild,84.2,4.21,3.368,58.94,25.26
hibiscus,large,none,141.51,7.0755,5.6604,99.057,42.453
shoeblack plant,large,mild,57.26,2.863,2.2904,40.082,17.178
rose,small,mild,53.13,2.6565,2.1252,37.191,15.939
hibiscus,large,none,136.76,6.838,5.4704,95.732,41.028
hibiscus,large,none,172.07,8.6035,6.8828,120.449,51.621
hibiscus,large,none,181.46,9.073,7.2584,127.022,54.438
hibiscus,large,none,122.89,6.1445,4.9156,86.023,36.867
rose,small,strong,98.85,4.9425,3.954,69.195,29.655
shoeblack plant,large,none,76.25,3.8125,3.05,53.375,22.875
rose,small,mild,61.43,3.0715,2.4572,43.001,18.429
hibiscus,large,none,122.64,6.132,4.9056,85.848,36.792
shoeblack plant,medium,none,116.16,5.808,4.6464,81.312,34.848
shoeblack plant,large,none,64.7,3.235,2.588,45.29,19.41
hibiscus,large,none,192.45,9.6225,7.698,134.715,57.735
shoeblack plant,medium,mild,86.38,4.319,3.4552,60.466,25.914
hibiscus,large,none,147.49,7.3745,5.8996,103.243,44.247
shoeblack plant,large,mild,128.06,6.403,5.1224,89.642,38.418
shoeblack plant,medium,none,137.5,6.875,5.5,96.25,41.25
shoeblack plant,medium,mild,54.51,2.7255,2.1804,38.157,16.353
rose,medium,mild,87.34,4.367,3.4936,61.138,26.202
hibiscus,large,none,198.01,9.9005,7.9204,138.607,59.403
shoeblack plant,large,none,136.28,6.814,5.4512,95.396,40.884
rose,small,mild,50.87,2.5435,2.0348,35.609,15.261
hibiscus,large,none,146.44,7.322,5.8576,102.508,43.932
shoeblack plant,large,mild,69.89,3.4945,2.7956,48.923,20.967
hibiscus,large,none,124.84,6.242,4.9936,87.388,37.452
rose,small,strong,72.94,3.647,2.9176,51.058,21.882
hibiscus,large,none,155.23,7.7615,6.2092,108.661,46.569
hibiscus,large,none,114.54,5.727,4.5816,80.178,34.362
shoeblack plant,large,mild,118.89,5.9445,4.7556,83.223,35.667
hibiscus,large,none,131.56,6.578,5.2624,92.092,39.468
hibiscus,large,none,107.71,5.3855,4.3084,75.397,32.313
rose,medium,strong,33.07,1.6535,1.3228,23.149,9.921
shoeblack plant,large,mild,92.57,4.6285,3.7028,64.799,27.771
hibiscus,large,none,185.86,9.293,7.4344,130.102,55.758
hibiscus,large,none,155.07,7.7535,6.2028,108.549,46.521
rose,medium,strong,52.91,2.6455,2.1164,37.037,15.873
hibiscus,large,none,119.88,5.994,4.7952,83.916,35.964
rose,medium,strong,79.67,3.9835,3.1868,55.769,23.901
shoeblack plant,large,none,94.2,4.71,3.768,65.94,28.26
shoeblack plant,large,none,92.52,4.626,3.7008,64.764,27.756
shoeblack plant,medium,mild,52.76,2.638,2.1104,36.932,15.828
rose,medium,mild,46.2,2.31,1.848,32.34,13.86
shoeblack plant,medium,none,103.1,5.155,4.124,72.17,30.93
shoeblack plant,large,none,106.18,5.309,4.2472,74.326,31.854
rose,small,strong,63.36,3.168,2.5344,44.352,19.008
shoeblack plant,large,mild,125.03,6.2515,5.0012,87.521,37.509
hibiscus,large,none,139.51,6.9755,5.5804,97.657,41.853
hibiscus,large,none,124.3,6.215,4.972,87.01,37.29
hibiscus,large,none,144.66,7.233,5.7864,101.262,43.398
shoeblack plant,large,mild,75.26,3.763,3.0104,52.682,22.578
shoeblack plant,medium,mild,51.7,2.585,2.068,36.19,15.51
shoeblack plant,medium,none,126.65,6.3325,5.066,88.655,37.995
shoeblack plant,medium,mild,113.05,5.6525,4.522,79.135,33.915
rose,medium,strong,79.42,3.971,3.1768,55.594,23.826
shoeblack plant,medium,none,68.65,3.4325,2.746,48.055,20.595
hibiscus,large,none,112.48,5.624,4.4992,78.736,33.744
shoeblack plant,large,none,76.26,3.813,3.0504,53.382,22.878
shoeblack plant,large,mild,144.78,7.239,5.7912,101.346,43.434
shoeblack plant,medium,none,149.53,7.4765,5.9812,104.671,44.859
shoeblack plant,large,mild,119.13,5.9565,4.7652,83.391,35.739
shoeblack plant,large,none,89.71,4.4855,3.5884,62.797,26.913
rose,small,strong,36.15,1.8075,1.446,25.305,10.845
rose,medium,strong,32.05,1.6025,1.282,22.435,9.615
hibiscus,large,none,195.08,9.754,7.8032,136.556,58.524
hibiscus,large,none,181.62,9.081,7.2648,127.134,54.486
hibiscus,large,none,153.66,7.683,6.1464,107.562,46.098
hibiscus,large,none,103.63,5.1815,4.1452,72.541,31.089
hibiscus,large,none,155.53,7.7765,6.2212,108.871,46.659
rose,medium,mild,49,2.45,1.96,34.3,14.7
hibiscus,large,none,133.78,6.689,5.3512,93.646,40.134
hibiscus,large,none,120.26,6.013,4.8104,84.182,36.078
shoeblack plant,large,mild,50.47,2.5235,2.0188,35.329,15.141
hibiscus,large,none,184.78,9.239,7.3912,129.346,55.434
rose,small,strong,87.31,4.3655,3.4924,61.117,26.193
rose,medium,mild,78.21,3.9105,3.1284,54.747,23.463
hibiscus,large,none,162.48,8.124,6.4992,113.736,48.744
rose,medium,mild,96.45,4.8225,3.858,67.515,28.935
rose,medium,mild,81.84,4.092,3.2736,57.288,24.552
hibiscus,large,none,124.23,6.2115,4.9692,86.961,37.269
hibiscus,large,none,196.92,9.846,7.8768,137.844,59.076
rose,small,strong,56.07,2.8035,2.2428,39.249,16.821
rose,small,mild,94.51,4.7255,3.7804,66.157,28.353
hibiscus,large,none,179.69,8.9845,7.1876,125.783,53.907
shoeblack plant,medium,mild,145.64,7.282,5.8256,101.948,43.692
rose,medium,mild,89.26,4.463,3.5704,62.482,26.778
shoeblack plant,medium,none,109.76,5.488,4.3904,76.832,32.928
hibiscus,large,none,150.74,7.537,6.0296,105.518,45.222
rose,medium,mild,48.5,2.425,1.94,33.95,14.55
shoeblack plant,large,mild,118.81,5.9405,4.7524,83.167,35.643
shoeblack plant,medium,none,79.02,3.951,3.1608,55.314,23.706
rose,small,strong,81.46,4.073,3.2584,57.022,24.438
shoeblack plant,medium,mild,135.88,6.794,5.4352,95.116,40.764
shoeblack plant,medium,none,58.73,2.9365,2.3492,41.111,17.619
shoeblack plant,medium,mild,141.37,7.0685,5.6548,98.959,42.411
rose,small,mild,76.78,3.839,3.0712,53.746,23.034
hibiscus,large,none,141.61,7.0805,5.6644,99.127,42.483
rose,small,mild,65.62,3.281,2.6248,45.934,19.686
hibiscus,large,none,139.3,6.965,5.572,97.51,41.79
rose,medium,mild,64.96,3.248,2.5984,45.472,19.488
rose,small,mild,94.88,4.744,3.7952,66.416,28.464
shoeblack plant,large,mild,110.34,5.517,4.4136,77.238,33.102
shoeblack plant,medium,mild,69.69,3.4845,2.7876,48.783,20.907
rose,medium,strong,68.29,3.4145,2.7316,47.803,20.487
rose,medium,mild,63.16,3.158,2.5264,44.212,18.948
rose,medium,mild,58.11,2.9055,2.3244,40.677,17.433
hibiscus,large,none,109.29,5.4645,4.3716,76.503,32.787
shoeblack plant,medium,mild,64.49,3.2245,2.5796,45.143,19.347
shoeblack plant,medium,mild,93.12,4.656,3.7248,65.184,27.936
rose,medium,strong,97.43,4.8715,3.8972,68.201,29.229
rose,small,mild,91.14,4.557,3.6456,63.798,27.342
hibiscus,large,none,159.84,7.992,6.3936,111.888,47.952
rose,small,mild,67.74,3.387,2.7096,47.418,20.322
shoeblack plant,large,mild,102.63,5.1315,4.1052,71.841,30.789
rose,medium,strong,46.57,2.3285,1.8628,32.599,13.971
hibiscus,large,none,161.67,8.0835,6.4668,113.169,48.501
rose,medium,strong,78.83,3.9415,3.1532,55.181,23.649
hibiscus,large,none,183.37,9.1685,7.3348,128.359,55.011
shoeblack plant,large,mild,57.06,2.853,2.2824,39.942,17.118
rose,medium,strong,98.95,4.9475,3.958,69.265,29.685
hibiscus,large,none,175.71,8.7855,7.0284,122.997,52.713
shoeblack plant,large,mild,113.85,5.6925,4.554,79.695,34.155
shoeblack plant,medium,none,124.21,6.2105,4.9684,86.947,37.263
rose,medium,strong,63.85,3.1925,2.554,44.695,19.155
rose,medium,mild,33.75,1.6875,1.35,23.625,10.125
hibiscus,large,none,142.78,7.139,5.7112,99.946,42.834
shoeblack plant,large,mild,86.29,4.3145,3.4516,60.403,25.887
shoeblack plant,medium,mild,80.16,4.008,3.2064,56.112,24.048
shoeblack plant,large,none,110.02,5.501,4.4008,77.014,33.006
rose,medium,mild,91.75,4.5875,3.67,64.225,27.525
hibiscus,large,none,196.22,9.811,7.8488,137.354,58.866
hibiscus,large,none,192.2,9.61,7.688,134.54,57.66
shoeblack plant,medium,none,55.33,2.7665,2.2132,38.731,16.599
hibiscus,large,none,140.76,7.038,5.6304,98.532,42.228
rose,small,mild,74.84,3.742,2.9936,52.388,22.452
rose,small,mild,83.84,4.192,3.3536,58.688,25.152
shoeblack plant,large,mild,125.72,6.286,5.0288,88.004,37.716
hibiscus,large,none,172.54,8.627,6.9016,120.778,51.762
hibiscus,large,none,143.56,7.178,5.7424,100.492,43.068
hibiscus,large,none,123.18,6.159,4.9272,86.226,36.954
shoeblack plant,large,mild,100.24,5.012,4.0096,70.168,30.072
shoeblack plant,medium,mild,50.68,2.534,2.0272,35.476,15.204
rose,medium,mild,56.7,2.835,2.268,39.69,17.01
hibiscus,large,none,119.42,5.971,4.7768,83.594,35.826
rose,small,mild,57.34,2.867,2.2936,40.138,17.202
rose,medium,strong,95.86,4.793,3.8344,67.102,28.758
hibiscus,large,none,166.19,8.3095,6.6476,116.333,49.857
hibiscus,large,none,190.17,9.5085,7.6068,133.119,57.051
rose,small,strong,69.23,3.4615,2.7692,48.461,20.769
hibiscus,large,none,107.51,5.3755,4.3004,75.257,32.253
rose,medium,strong,35.43,1.7715,1.4172,24.801,10.629
hibiscus,large,none,118.53,5.9265,4.7412,82.971,35.559
hibiscus,large,none,128.86,6.443,5.1544,90.202,38.658
shoeblack plant,large,mild,65.02,3.251,2.6008,45.514,19.506
rose,small,strong,94.81,4.7405,3.7924,66.367,28.443
hibiscus,large,none,165.97,8.2985,6.6388,116.179,49.791
hibiscus,large,none,102.63,5.1315,4.1052,71.841,30.789
rose,small,mild,45.43,2.2715,1.8172,31.801,13.629
shoeblack plant,large,mild,113.96,5.698,4.5584,79.772,34.188
rose,small,mild,56.76,2.838,2.2704,39.732,17.028
shoeblack plant,large,none,95.41,4.7705,3.8164,66.787,28.623
rose,medium,mild,57.29,2.8645,2.2916,40.103,17.187
hibiscus,large,none,181.75,9.0875,7.27,127.225,54.525
hibiscus,large,none,109.51,5.4755,4.3804,76.657,32.853
hibiscus,large,none,107.47,5.3735,4.2988,75.229,32.241
hibiscus,large,none,131.41,6.5705,5.2564,91.987,39.423
rose,medium,strong,95.75,4.7875,3.83,67.025,28.725
shoeblack plant,medium,none,82.21,4.1105,3.2884,57.547,24.663
rose,medium,mild,68.81,3.4405,2.7524,48.167,20.643
hibiscus,large,none,141.06,7.053,5.6424,98.742,42.318
shoeblack plant,large,none,66.92,3.346,2.6768,46.844,20.076
shoeblack plant,medium,none,82.9,4.145,3.316,58.03,24.87
shoeblack plant,medium,none,95.58,4.779,3.8232,66.906,28.674
shoeblack plant,medium,mild,73.88,3.694,2.9552,51.716,22.164
shoeblack plant,large,mild,67.61,3.3805,2.7044,47.327,20.283
rose,small,strong,51.73,2.5865,2.0692,36.211,15.519
rose,small,strong,81.16,4.058,3.2464,56.812,24.348
rose,small,strong,44.86,2.243,1.7944,31.402,13.458
shoeblack plant,large,none,121.27,6.0635,4.8508,84.889,36.381
